French,Russian,ExampleFrench,ExampleRussian,Emoji,WordType
un coude,локоть,J'ai mal au <b>coude</b>.,У меня болит <b>локоть</b>.,💪,m
un ouest,запад,Le soleil se couche à l'<b>ouest</b>.,Солнце садится на <b>западе</b>.,🌅,m
un cabinet,кабинет; туалет,Le <b>cabinet</b> du médecin.,<b>Кабинет</b> врача.,🏥,m
buter,натыкаться; упираться,J'ai <b>buté</b> sur une pierre.,Я <b>споткнулся</b> о камень.,🪨,v
un serpent,змея,J'ai peur des <b>serpents</b>.,Я боюсь <b>змей</b>.,🐍,m
signaler,сигнализировать,Je dois <b>signaler</b> un problème.,Мне нужно <b>сообщить</b> о проблеме.,📢,v
une possibilité,возможность,C'est une <b>possibilité</b>.,Это <b>возможность</b>.,💡,f
une rage,бешенство; ярость,Il est fou de <b>rage</b>.,Он в <b>ярости</b>.,😡,f
un prénom,имя,Quel est ton <b>prénom</b> ?,Как тебя <b>зовут</b>?,👋,m
une cage,клетка,L'oiseau est dans la <b>cage</b>.,Птица в <b>клетке</b>.,🐦,f
fragile,хрупкий,C'est un objet <b>fragile</b>.,Это <b>хрупкий</b> предмет.,🥚,adj
un avantage,преимущество,C'est un grand <b>avantage</b>.,Это большое <b>преимущество</b>.,✅,m
"pressé, pressée",спешащий,Je suis <b>pressé</b>.,Я <b>спешу</b>.,⏰,adj
une ceinture,пояс; ремень,Attache ta <b>ceinture</b>.,Пристегни <b>ремень</b>.,🔗,f
un automne,осень,L'<b>automne</b> est ma saison préférée.,<b>Осень</b> — моё любимое время года.,🍂,m
craquer,трещать; сдаваться,J'ai <b>craqué</b> pour elle.,Я <b>запал</b> на неё.,💘,v
un habit,костюм; одежда,Mets tes <b>habits</b> du dimanche.,Надень <b>праздничную одежду</b>.,👔,m
une poupée,кукла,Elle joue avec sa <b>poupée</b>.,Она играет со своей <b>куклой</b>.,🎎,f
intervenir,вмешиваться,La police a dû <b>intervenir</b>.,Полиции пришлось <b>вмешаться</b>.,👮,v
un bagage,багаж,Mes <b>bagages</b> sont lourds.,Мой <b>багаж</b> тяжёлый.,🧳,m
frotter,тереть,<b>Frotte</b> bien.,<b>Три</b> хорошенько.,🧽,v
opérer,оперировать,Le chirurgien va l'<b>opérer</b>.,Хирург его <b>прооперирует</b>.,🏥,v
une discussion,обсуждение,On a eu une longue <b>discussion</b>.,У нас был долгий <b>разговор</b>.,💬,f
un carton,картон; коробка,Mets ça dans le <b>carton</b>.,Положи это в <b>коробку</b>.,📦,m
un régime,режим; диета,Je suis au <b>régime</b>.,Я на <b>диете</b>.,🥗,m
une star,звезда (знаменитость),C'est une <b>star</b> de cinéma.,Это кино<b>звезда</b>.,⭐,f
suggérer,предлагать,Je te <b>suggère</b> de partir.,Я <b>предлагаю</b> тебе уехать.,💡,v
une station,станция,La <b>station</b> de métro.,<b>Станция</b> метро.,🚇,f
une tristesse,грусть,J'ai de la <b>tristesse</b>.,Мне <b>грустно</b>.,😢,f
un marchand,торговец,Le <b>marchand</b> de fruits.,<b>Продавец</b> фруктов.,🍎,m
une jupe,юбка,Elle porte une <b>jupe</b>.,На ней <b>юбка</b>.,👗,f
composer,составлять; сочинять,Il <b>compose</b> de la musique.,Он <b>сочиняет</b> музыку.,🎵,v
août,август,"En <b>août</b>, je pars en vacances.",В <b>августе</b> я еду в отпуск.,🏖️,m
annuler,отменять,J'ai dû <b>annuler</b> mon vol.,Мне пришлось <b>отменить</b> рейс.,❌,v
un métro,метро,Je prends le <b>métro</b>.,Я еду на <b>метро</b>.,🚇,m
exciter,возбуждать,Cette nouvelle m'<b>excite</b>.,Эта новость меня <b>волнует</b>.,😃,v
une génération,поколение,C'est une nouvelle <b>génération</b>.,Это новое <b>поколение</b>.,👶,f
affronter,противостоять,Il faut <b>affronter</b> ses peurs.,Надо <b>встретить</b> свои страхи.,💪,v
un séjour,пребывание; гостиная,Bon <b>séjour</b> au Québec !,Приятного <b>пребывания</b> в Квебеке!,🏨,m
une miss,мисс,<b>Miss</b> France est belle.,<b>Мисс</b> Франция красивая.,👑,f
un boulevard,бульвар,Le <b>boulevard</b> Saint-Laurent.,<b>Бульвар</b> Сен-Лоран.,🛣️,m
un cochon,свинья,Le <b>cochon</b> mange.,<b>Свинья</b> ест.,🐷,m
raccrocher,вешать трубку,Ne <b>raccroche</b> pas !,Не <b>вешай</b> трубку!,📞,v
"élevé, élevée",высокий (о цене и т.д.),Le prix est <b>élevé</b>.,Цена <b>высокая</b>.,📈,adj
nouvel,новый (перед гласной),Un <b>nouvel</b> ami.,<b>Новый</b> друг.,🆕,adj
un accès,доступ,L'<b>accès</b> est interdit.,<b>Доступ</b> запрещён.,🚫,m
une colonne,колонна; столбец,La <b>colonne</b> vertébrale.,<b>Позвоночник</b>.,🦴,f
mouiller,мочить,Ne te <b>mouille</b> pas.,Не <b>промокни</b>.,💧,v
décrocher,снимать (трубку),<b>Décroche</b> le téléphone.,<b>Сними</b> трубку.,📞,v
constituer,составлять,Cela <b>constitue</b> un problème.,Это <b>составляет</b> проблему.,🔧,v
une bague,кольцо,Elle porte une belle <b>bague</b>.,На ней красивое <b>кольцо</b>.,💍,f
un ancien,бывший; древний,C'est mon <b>ancien</b> professeur.,Это мой <b>бывший</b> учитель.,👨‍🏫,m
un fromage,сыр,Le <b>fromage</b> québécois est délicieux.,Квебекский <b>сыр</b> вкусный.,🧀,m
une plante,растение,<b>Arrose</b> les <b>plantes</b>.,<b>Полей</b> <b>растения</b>.,🌱,f
un vendredi,пятница,On se voit <b>vendredi</b>.,Увидимся в <b>пятницу</b>.,📅,m
un champion,чемпион,Il est <b>champion</b> du monde.,Он <b>чемпион</b> мира.,🏆,m
septembre,сентябрь,"En <b>septembre</b>, c'est la rentrée.",В <b>сентябре</b> — начало учёбы.,📚,m
une disposition,расположение; готовность,Je suis à ta <b>disposition</b>.,Я в твоём <b>распоряжении</b>.,🤝,f
un concours,конкурс,J'ai gagné un <b>concours</b>.,Я выиграл <b>конкурс</b>.,🎯,m
un zéro,ноль,La température est à <b>zéro</b>.,Температура <b>ноль</b>.,❄️,m
une approche,подход,C'est une bonne <b>approche</b>.,Это хороший <b>подход</b>.,🎯,f
vaincre,побеждать,Il a <b>vaincu</b> ses adversaires.,Он <b>победил</b> своих противников.,🏆,v
comporter,вести себя; включать,<b>Comporte</b>-toi bien.,<b>Веди</b> себя хорошо.,👍,v
un blond,блондин,Le <b>blond</b> là-bas est mon ami.,<b>Блондин</b> там — мой друг.,👱,m
un accent,акцент,Tu as un <b>accent</b> français.,У тебя <b>французский</b> акцент.,🗣️,m
impliquer,вовлекать,Ça <b>implique</b> beaucoup de travail.,Это <b>подразумевает</b> много работы.,🔗,v
ôter,снимать; убирать,<b>Ôte</b> ton chapeau.,<b>Сними</b> шляпу.,🎩,v
un sérieux,серьёзность,Gardez votre <b>sérieux</b>.,Сохраняйте <b>серьёзность</b>.,😐,m
un produit,продукт,C'est un bon <b>produit</b>.,Это хороший <b>продукт</b>.,📦,m
une soie,шёлк,Une robe en <b>soie</b>.,Платье из <b>шёлка</b>.,👗,f
dévorer,пожирать,Il a <b>dévoré</b> son repas.,Он <b>проглотил</b> свой обед.,🍽️,v
un drapeau,флаг,Le <b>drapeau</b> du Québec.,<b>Флаг</b> Квебека.,🏳️,m
"muet, muette",немой,Il est resté <b>muet</b>.,Он остался <b>нем</b>.,🤐,adj
un tir,выстрел,J'ai entendu un <b>tir</b>.,Я услышал <b>выстрел</b>.,🔫,m
une pêche,персик; рыбалка,J'adore les <b>pêches</b>.,Я обожаю <b>персики</b>.,🍑,f
une tasse,чашка,Une <b>tasse</b> de café.,<b>Чашка</b> кофе.,☕,f
un talon,каблук; пятка,Mes <b>talons</b> me font mal.,<b>Каблуки</b> меня убивают.,👠,m
un volant,руль,Il tient le <b>volant</b>.,Он держит <b>руль</b>.,🚗,m
un chou,капуста,J'ai fait une soupe au <b>chou</b>.,Я приготовил суп с <b>капустой</b>.,🥬,m
une séance,сеанс; заседание,La <b>séance</b> de cinéma.,Киносеанс.,🎬,f
une cérémonie,церемония,La <b>cérémonie</b> de mariage.,Свадебная <b>церемония</b>.,💒,f
moderne,современный,C'est un appartement <b>moderne</b>.,Это <b>современная</b> квартира.,🏙️,adj
"foutu, foutue",пропащий (разг.),C'est <b>foutu</b> !,Всё <b>пропало</b>!,😤,adj
un placard,шкаф,Range tes affaires dans le <b>placard</b>.,Убери вещи в <b>шкаф</b>.,🚪,m
échouer,терпеть неудачу,J'ai <b>échoué</b> à l'examen.,Я <b>провалил</b> экзамен.,❌,v
une poignée,ручка; горсть,Une <b>poignée</b> de main.,<b>Рукопожатие</b>.,🤝,f
embêter,надоедать,Tu m'<b>embêtes</b>.,Ты мне <b>надоедаешь</b>.,😤,v
électrique,электрический,C'est une voiture <b>électrique</b>.,Это <b>электрический</b> автомобиль.,⚡,adj
persuader,убеждать,Je l'ai <b>persuadé</b> de rester.,Я его <b>убедил</b> остаться.,💬,v
absurde,абсурдный,C'est <b>absurde</b> !,Это <b>абсурд</b>!,🤯,adj
entretenir,поддерживать; содержать,Il <b>entretient</b> sa voiture.,Он <b>следит</b> за своей машиной.,🔧,v
semblable,похожий,Ils sont <b>semblables</b>.,Они <b>похожи</b>.,👯,adj
autoriser,разрешать,Tu es <b>autorisé</b> à entrer.,Тебе <b>разрешено</b> войти.,✅,v
un estomac,желудок,J'ai mal à l'<b>estomac</b>.,У меня болит <b>живот</b>.,🤢,m
une ruine,руины,Les <b>ruines</b> du château.,<b>Руины</b> замка.,🏚️,f
magique,волшебный,C'est un moment <b>magique</b>.,Это <b>волшебный</b> момент.,✨,adj
un métal,металл,C'est fait en <b>métal</b>.,Это сделано из <b>металла</b>.,⚙️,m
un océan,океан,L'<b>océan</b> Atlantique.,<b>Атлантический</b> океан.,🌊,m
exercer,упражнять; практиковать,Il <b>exerce</b> le métier de médecin.,Он <b>практикует</b> как врач.,💼,v
pourvoir,обеспечивать; снабжать,<b>Pourvoir</b> aux besoins de la famille.,<b>Обеспечивать</b> нужды семьи.,💼,v
un défaut,недостаток,Tout le monde a des <b>défauts</b>.,У всех есть <b>недостатки</b>.,⚠️,m
un sel,соль,Passe-moi le <b>sel</b>.,Передай мне <b>соль</b>.,🧂,m
"marrant, marrante",забавный (разг.),C'est <b>marrant</b> !,Это <b>забавно</b>!,😂,adj
un tabac,табак,Il fume du <b>tabac</b>.,Он курит <b>табак</b>.,🚬,m
une permission,разрешение; увольнительная,J'ai demandé la <b>permission</b>.,Я попросил <b>разрешения</b>.,📝,f
raisonnable,разумный,Sois <b>raisonnable</b>.,Будь <b>разумным</b>.,🧠,adj
un sport,спорт,Le hockey est mon <b>sport</b> préféré.,Хоккей — мой любимый <b>спорт</b>.,🏒,m
un plafond,потолок,Le <b>plafond</b> est haut.,<b>Потолок</b> высокий.,🏠,m
une commande,заказ,J'ai passé une <b>commande</b>.,Я сделал <b>заказ</b>.,📦,f
augmenter,увеличивать,Les prix ont <b>augmenté</b>.,Цены <b>выросли</b>.,📈,v
percer,пробивать; прорываться,Il a <b>percé</b> le mur.,Он <b>пробил</b> стену.,🔨,v
consacrer,посвящать,Je <b>consacre</b> ma vie à l'art.,Я <b>посвящаю</b> жизнь искусству.,🎨,v
épargner,сберегать; щадить,<b>Épargne</b>-moi les détails.,<b>Избавь</b> меня от подробностей.,💰,v
