French,Russian,ExampleFrench,ExampleRussian,Emoji,WordType
"dérobé, dérobée",тайный,Une porte <b>dérobée</b>.,<b>Тайная</b> дверь.,🚪,adj
retaper,ремонтировать,<b>Retaper</b> une maison.,<b>Ремонтировать</b> дом.,🔧,v
"enragé, enragée",бешеный,Un chien <b>enragé</b>.,<b>Бешеная</b> собака.,🐕,adj
"gagnant, gagnante",выигрышный,Le numéro <b>gagnant</b>.,<b>Выигрышный</b> номер.,🎰,adj
esthétique,эстетический,Un sens <b>esthétique</b>.,<b>Эстетическое</b> чувство.,🎨,adj
interposer,вставлять,S'<b>interposer</b> entre deux personnes.,<b>Встать</b> между двумя людьми.,🚶,v
un monceau,груда,Un <b>monceau</b> de ruines.,<b>Груда</b> развалин.,🪨,m
un terminal,терминал,Le <b>terminal</b> de l'aéroport.,<b>Терминал</b> аэропорта.,✈️,m
farder,гримировать,Se <b>farder</b> le visage.,<b>Гримировать</b> лицо.,💄,v
un trimestre,квартал,Le premier <b>trimestre</b>.,Первый <b>квартал</b>.,📅,m
une arène,арена,L'<b>arène</b> des gladiateurs.,<b>Арена</b> гладиаторов.,🏟️,f
une réticence,неохота,Avec <b>réticence</b>.,С <b>неохотой</b>.,😐,f
universitaire,университетский,Un diplôme <b>universitaire</b>.,<b>Университетский</b> диплом.,🎓,adj
un cyprès,кипарис,Un <b>cyprès</b> centenaire.,Столетний <b>кипарис</b>.,🌲,m
un prieur,настоятель,Le <b>prieur</b> du monastère.,<b>Настоятель</b> монастыря.,⛪,m
imbiber,пропитывать,<b>Imbiber</b> d'eau.,<b>Пропитать</b> водой.,💧,v
originaire,родом из,<b>Originaire</b> de Paris.,<b>Родом</b> из Парижа.,📍,adj
un arsenal,арсенал,Un <b>arsenal</b> d'armes.,<b>Арсенал</b> оружия.,🔫,m
un clown,клоун,Un <b>clown</b> au cirque.,<b>Клоун</b> в цирке.,🤡,m
hacher,рубить,<b>Hacher</b> de la viande.,<b>Рубить</b> мясо.,🔪,v
un étrange,странное,L'<b>étrange</b> l'attire.,<b>Странное</b> его привлекает.,👀,m
énumérer,перечислять,<b>Énumérer</b> les raisons.,<b>Перечислять</b> причины.,📋,v
un barbecue,барбекю,Faire un <b>barbecue</b>.,Устроить <b>барбекю</b>.,🍖,m
un embouteillage,пробка,Un <b>embouteillage</b> monstre.,Чудовищная <b>пробка</b>.,🚗,m
une avoine,овёс,Un champ d'<b>avoine</b>.,Поле <b>овса</b>.,🌾,f
un enquêteur,следователь,L'<b>enquêteur</b> principal.,Главный <b>следователь</b>.,🕵️,m
injurier,оскорблять,<b>Injurier</b> quelqu'un.,<b>Оскорблять</b> кого-то.,😠,v
une couchette,спальное место,La <b>couchette</b> du train.,<b>Спальное место</b> в поезде.,🚂,f
fanatique,фанатик,Un <b>fanatique</b> religieux.,Религиозный <b>фанатик</b>.,😵,m/f
un crucifix,распятие,Un <b>crucifix</b> en bois.,Деревянное <b>распятие</b>.,✝️,m
un tuteur,опекун,Le <b>tuteur</b> légal.,Законный <b>опекун</b>.,👤,m
"affirmatif, affirmative",утвердительный,Une réponse <b>affirmative</b>.,<b>Утвердительный</b> ответ.,✅,adj
"hâtif, hâtive",поспешный,Une décision <b>hâtive</b>.,<b>Поспешное</b> решение.,⚡,adj
"originel, originelle",изначальный,Le péché <b>originel</b>.,<b>Первородный</b> грех.,🍎,adj
une butte,холм,Une <b>butte</b> de terre.,Земляной <b>холм</b>.,⛰️,f
une fougère,папоротник,Une <b>fougère</b> verte.,Зелёный <b>папоротник</b>.,🌿,f
communier,причащаться,<b>Communier</b> à l'église.,<b>Причащаться</b> в церкви.,⛪,v
un antécédent,предшествование,Les <b>antécédents</b> médicaux.,Медицинская <b>история</b>.,📋,m
"guéri, guérie",исцелённый,Un malade <b>guéri</b>.,<b>Исцелённый</b> больной.,🏥,adj
un fifi,гей (разг.),C'est un <b>fifi</b>.,Он <b>голубой</b>.,🏳️‍🌈,m
un chic,шик,Avoir du <b>chic</b>.,Иметь <b>шик</b>.,💅,m
"tournant, tournante",вращающийся,Une porte <b>tournante</b>.,<b>Вращающаяся</b> дверь.,🚪,adj
scandaliser,возмущать,<b>Scandaliser</b> l'opinion.,<b>Возмутить</b> общественность.,😱,v
"voyageur, voyageuse",путешествующий,Un pigeon <b>voyageur</b>.,<b>Почтовый</b> голубь.,🐦,adj
étouffé,приглушённый,Un cri <b>étouffé</b>.,<b>Приглушённый</b> крик.,🤫,adj
"plissé, plissée",плиссированный,Une jupe <b>plissée</b>.,<b>Плиссированная</b> юбка.,👗,adj
une harde,стадо (оленей),Une <b>harde</b> de cerfs.,<b>Стадо</b> оленей.,🦌,f
une progression,прогресс,Une <b>progression</b> constante.,Постоянный <b>прогресс</b>.,📈,f
dissuader,отговаривать,<b>Dissuader</b> de partir.,<b>Отговорить</b> уходить.,🚫,v
une galette,лепёшка,Une <b>galette</b> bretonne.,Бретонская <b>лепёшка</b>.,🥞,f
une imprudence,неосмотрительность,Une <b>imprudence</b> fatale.,Роковая <b>неосмотрительность</b>.,⚠️,f
une sorcellerie,колдовство,Accusé de <b>sorcellerie</b>.,Обвинён в <b>колдовстве</b>.,🧙,f
uniforme,единообразный,Un ton <b>uniforme</b>.,<b>Единообразный</b> тон.,📏,adj
une larve,личинка,Une <b>larve</b> d'insecte.,<b>Личинка</b> насекомого.,🐛,f
un paquebot,лайнер,Un <b>paquebot</b> de croisière.,Круизный <b>лайнер</b>.,🚢,m
une aquarelle,акварель,Peindre à l'<b>aquarelle</b>.,Рисовать <b>акварелью</b>.,🎨,f
"menacé, menacée",находящийся под угрозой,Une espèce <b>menacée</b>.,Вид <b>под угрозой</b> вымирания.,🦏,adj
un adultère,прелюбодеяние,Commettre un <b>adultère</b>.,Совершить <b>прелюбодеяние</b>.,💔,m
un éloignement,отдаление,L'<b>éloignement</b> de la famille.,<b>Отдаление</b> от семьи.,😔,m
une firme,фирма,Une grande <b>firme</b>.,Крупная <b>фирма</b>.,🏢,f
un branleur,бездельник (груб.),C'est un <b>branleur</b>.,Он <b>бездельник</b>.,🤬,m
un cageot,ящик,Un <b>cageot</b> de légumes.,<b>Ящик</b> овощей.,📦,m
une escalade,эскалация,L'<b>escalade</b> de la violence.,<b>Эскалация</b> насилия.,📈,f
une tenture,портьера,Une <b>tenture</b> murale.,Настенная <b>портьера</b>.,🪟,f
"épuisant, épuisante",изнурительный,Un travail <b>épuisant</b>.,<b>Изнурительная</b> работа.,😓,adj
un shopping,шоппинг,Faire du <b>shopping</b>.,Заниматься <b>шоппингом</b>.,🛍️,m
un trousseau,комплект,Un <b>trousseau</b> de clés.,<b>Связка</b> ключей.,🔑,m
un rai,луч; спица,Un <b>rai</b> de lumière.,<b>Луч</b> света.,✨,m
crucifier,распинать,<b>Crucifier</b> Jésus.,<b>Распять</b> Иисуса.,✝️,v
spécifique,специфический,Un cas <b>spécifique</b>.,<b>Специфический</b> случай.,🎯,adj
inaugurer,открывать,<b>Inaugurer</b> un monument.,<b>Открыть</b> памятник.,🎀,v
un scoop,сенсация,Un <b>scoop</b> journalistique.,Журналистская <b>сенсация</b>.,📰,m
une réalisation,реализация,Une <b>réalisation</b> remarquable.,Замечательная <b>реализация</b>.,🏆,f
durable,долговечный,Un développement <b>durable</b>.,<b>Устойчивое</b> развитие.,♻️,adj
un junkie,наркоман (англ.),Un <b>junkie</b> en manque.,<b>Наркоман</b> в ломке.,💊,m
comparable,сопоставимый,Un résultat <b>comparable</b>.,<b>Сопоставимый</b> результат.,⚖️,adj
retrancher,окапываться,Se <b>retrancher</b> derrière les murs.,<b>Окопаться</b> за стенами.,🏰,v
un acharnement,ожесточение,Avec <b>acharnement</b>.,С <b>ожесточением</b>.,💪,m
un cantique,песнопение,Chanter un <b>cantique</b>.,Петь <b>песнопение</b>.,🎵,m
frivole,легкомысленный,Une personne <b>frivole</b>.,<b>Легкомысленный</b> человек.,🦋,adj
désinvolte,непринуждённый,Un ton <b>désinvolte</b>.,<b>Непринуждённый</b> тон.,😎,adj
une aumône,милостыня,Demander l'<b>aumône</b>.,Просить <b>милостыню</b>.,🙏,f
débouler,вваливаться,<b>Débouler</b> dans la pièce.,<b>Ввалиться</b> в комнату.,🚪,v
un tourisme,туризм,Le <b>tourisme</b> de masse.,Массовый <b>туризм</b>.,✈️,m
"inégal, inégale",неравный,Une lutte <b>inégale</b>.,<b>Неравная</b> борьба.,⚔️,adj
profiler,вырисовываться,Se <b>profiler</b> à l'horizon.,<b>Вырисовываться</b> на горизонте.,🌅,v
une sauvagerie,дикость,Une <b>sauvagerie</b> primitive.,Первобытная <b>дикость</b>.,🐺,f
"coquin, coquine",шаловливый,Un regard <b>coquin</b>.,<b>Шаловливый</b> взгляд.,😏,adj
un sondage,опрос,Un <b>sondage</b> d'opinion.,<b>Опрос</b> общественного мнения.,📊,m
endosser,надевать,<b>Endosser</b> un uniforme.,<b>Надеть</b> униформу.,👔,v
"accroupi, accroupie",присевший,<b>Accroupi</b> derrière un buisson.,<b>Присевший</b> за кустом.,🌳,adj
juvénile,юношеский,Une énergie <b>juvénile</b>.,<b>Юношеская</b> энергия.,⚡,adj
un émerveillement,восхищение,Un <b>émerveillement</b> devant la nature.,<b>Восхищение</b> природой.,✨,m
"achevé, achevée",законченный,Un travail <b>achevé</b>.,<b>Законченная</b> работа.,✅,adj
un mime,мим,Un <b>mime</b> silencieux.,Молчаливый <b>мим</b>.,🎭,m
une indiscrétion,нескромность,Commettre une <b>indiscrétion</b>.,Совершить <b>нескромность</b>.,🤫,f
barricader,баррикадировать,Se <b>barricader</b> chez soi.,<b>Забаррикадироваться</b> дома.,🏠,v
un antre,логово,L'<b>antre</b> du dragon.,<b>Логово</b> дракона.,🐉,m
un rameau,ветвь,Un <b>rameau</b> d'olivier.,<b>Оливковая</b> ветвь.,🌿,m
suave,сладостный,Un parfum <b>suave</b>.,<b>Сладостный</b> аромат.,🌸,adj
bafouer,попирать,<b>Bafouer</b> les droits.,<b>Попирать</b> права.,🚫,v
chanceler,шататься,<b>Chanceler</b> de fatigue.,<b>Шататься</b> от усталости.,🥴,v
une tisane,настой,Boire une <b>tisane</b>.,Пить <b>травяной настой</b>.,🍵,f
une amante,любовница,L'<b>amante</b> secrète.,Тайная <b>любовница</b>.,💋,f
une rêne,повод,Tenir les <b>rênes</b>.,Держать <b>поводья</b>.,🐴,f
priser,ценить,<b>Priser</b> la liberté.,<b>Ценить</b> свободу.,💎,v
un attaché,атташе,Un <b>attaché</b> d'ambassade.,Посольский <b>атташе</b>.,🏛️,m
un passe-temps,времяпрепровождение,Un <b>passe-temps</b> agréable.,Приятное <b>времяпрепровождение</b>.,🎮,m
un repentir,раскаяние,Le <b>repentir</b> sincère.,Искреннее <b>раскаяние</b>.,😔,m
un caveau,склеп,Un <b>caveau</b> familial.,Семейный <b>склеп</b>.,⚰️,m
"partagé, partagée",разделённый,Un avis <b>partagé</b>.,<b>Разделённое</b> мнение.,⚖️,adj
"réconfortant, réconfortante",утешительный,Des paroles <b>réconfortantes</b>.,<b>Утешительные</b> слова.,🤗,adj
patiner,кататься на коньках,<b>Patiner</b> sur la glace.,<b>Кататься на коньках</b>.,⛸️,v
"tranchant, tranchante",острый,Une lame <b>tranchante</b>.,<b>Острое</b> лезвие.,🔪,adj
un découvert,овердрафт,Être à <b>découvert</b>.,Быть в <b>овердрафте</b>.,💳,m
adhérer,присоединяться,<b>Adhérer</b> à un club.,<b>Присоединиться</b> к клубу.,🤝,v
un présage,предзнаменование,Un mauvais <b>présage</b>.,Плохое <b>предзнаменование</b>.,🔮,m
un monologue,монолог,Un long <b>monologue</b>.,Долгий <b>монолог</b>.,🗣️,m
"abondant, abondante",обильный,Une récolte <b>abondante</b>.,<b>Обильный</b> урожай.,🌾,adj
alterner,чередовать,<b>Alterner</b> les couleurs.,<b>Чередовать</b> цвета.,🎨,v
